day_of_year,day_of_year_sin,freight_rate_usd_mt,bunker_price_usd_mt,days_since_start
237,-0.8064799463209447,15.9038,102.6327,602
238,-0.8165380514459157,15.5594,100.4328,603
239,-0.8263541987239094,15.4097,100.4477,604
240,-0.8359254794186365,15.9662,107.1803,605
241,-0.8452490573530634,15.5267,104.2523,606
242,-0.8543221697498269,15.3524,102.0278,607
243,-0.8631421280499115,14.9471,96.7334,608
244,-0.8717063187093217,14.5398,98.7087,609
245,-0.8800122039735356,16.1316,100.1818,610
246,-0.888057322629493,16.1175,102.828,611
247,-0.8958392907349089,15.8762,103.9385,612
248,-0.9033558023246842,15.7047,101.1554,613
249,-0.9106046300942162,15.2364,104.838,614
250,-0.9175836260593934,15.7344,104.5576,615
251,-0.9242907221930934,14.9376,102.2037,616
252,-0.9307239310379793,15.4619,100.8879,617
253,-0.9368813462954315,15.1073,104.287,618
254,-0.9427611433904206,15.7181,103.6948,619
255,-0.9483615800121716,16.1849,105.0592,620
256,-0.9536809966304455,15.0669,106.5655,621
257,-0.9587178169872964,15.3068,107.511,622
258,-0.9634705485641486,15.5809,106.151,623
259,-0.9679377830240642,14.7234,102.9847,624
260,-0.9721181966290612,14.8701,103.5471,625
261,-0.9760105506323682,16.3164,106.0797,626
262,-0.9796136916454901,15.7584,102.2196,627
263,-0.9829265519799822,15.3797,102.3921,628
264,-0.9859481499638303,15.7257,105.7009,629
265,-0.9886775902323404,15.5951,107.8272,630
266,-0.9911140639934546,15.8822,106.1955,631
267,-0.9932568492674143,15.6797,105.7386,632
268,-0.9951053111006974,15.8565,103.8638,633
269,-0.99665890175417,16.2371,102.1124,634
270,-0.9979171608653922,16.2983,105.3551,635
271,-0.9988797155850335,16.7607,107.2727,636
272,-0.9995462806873573,16.2807,103.0274,637
273,-0.9999166586547379,16.1721,102.4352,638
274,-0.9999907397361901,16.9469,102.4367,639
275,-0.9997685019798909,16.2009,104.4993,640
276,-0.9992500112396835,15.3997,106.2622,641
277,-0.9984354211555643,16.7049,99.1365,642
278,-0.9973249731081555,16.5686,103.626,643
279,-0.9959189961471792,16.4622,100.4946,644
280,-0.994217906893952,16.9837,107.7343,645
281,-0.9922222094179324,16.4176,103.6082,646
282,-0.989932495087353,15.6913,102.2693,647
283,-0.9873494423939864,17.0944,103.6011,648
284,-0.9844738167520923,16.4131,99.4594,649
285,-0.9813064702716093,16.3304,100.2652,650
286,-0.9778483415056567,15.8994,102.8097,651
287,-0.9741004551724206,17.2294,103.9185,652
288,-0.970063921851507,15.7863,101.8845,653
289,-0.965739937654855,17.4703,100.1093,654
290,-0.9611297838723007,16.7416,96.0491,655
291,-0.9562348265919058,17.3287,99.4189,656
292,-0.9510565162951536,17.1851,100.3788,657
293,-0.9455963874271428,17.8826,102.9522,658
294,-0.9398560579418953,17.2222,101.101,659
295,-0.9338372288229252,17.5685,98.1149,660
296,-0.9275416835791965,16.8101,99.5386,661
297,-0.9209712877166347,16.3858,100.9879,662
298,-0.9141279881853337,17.535,101.3607,663
299,-0.9070138128026362,16.3872,101.318,664
300,-0.8996308696522434,17.4228,100.2129,665
301,-0.8919813464595487,16.5536,96.1612,666
302,-0.8840675099433637,17.2232,102.0244,667
303,-0.8758917051442433,17.9151,100.8016,668
304,-0.8674563547295971,17.3621,100.7213,669
305,-0.858763958275803,17.0127,105.4455,670
306,-0.8498170915275277,17.1901,97.5141,671
307,-0.8406184056344783,16.7723,100.0192,672
308,-0.8311706263658079,17.987,96.5625,673
309,-0.8214765533024145,16.6292,99.3298,674
310,-0.8115390590073611,16.8988,100.3994,675
311,-0.801361088174677,17.1423,97.5985,676
312,-0.7909456567567774,16.9916,95.08,677
313,-0.780295851070776,17.0975,101.8949,678
314,-0.7694148268839381,16.5685,96.6202,679
315,-0.7583058084785625,16.6505,96.3039,680
316,-0.7469720876965551,17.1468,96.1315,681
317,-0.7354170229639858,17.0554,92.9032,682
318,-0.7236440382959124,16.8421,95.6322,683
319,-0.711656622281775,17.2204,93.7371,684
320,-0.6994583270516471,17.0875,98.7037,685
321,-0.6870527672236675,16.9276,92.3757,686
322,-0.6744436188329457,15.8559,96.3419,687
323,-0.661634618242279,16.7056,95.139,688
324,-0.6486295610349818,16.613,96.1555,689
325,-0.6354323008901775,17.1679,95.311,690
326,-0.622046748440868,15.2201,97.1043,691
327,-0.6084768701151264,16.3787,93.4443,692
328,-0.594726686960764,16.4433,90.0226,693
329,-0.5808002734538013,15.98,96.3581,694
330,-0.5667017562911184,16.0248,94.0837,695
331,-0.5524353131676203,17.0703,91.5975,696
332,-0.5380051715382992,16.6156,91.6136,697
333,-0.5234156073655503,17.2127,88.4217,698
334,-0.5086709438521042,16.3638,93.5951,699
335,-0.49377555015997737,15.8205,93.2662,700
336,-0.4787338401157883,16.3387,94.3323,701
337,-0.4635502709028512,16.2442,91.0127,702
338,-0.4482293417404106,16.7896,89.9153,703
339,-0.4327755925504317,16.818,91.4873,704
340,-0.41719360261231697,16.7784,90.6371,705
341,-0.4014879892059737,17.5738,89.4677,706
342,-0.38566340624360745,17.1454,86.6733,707
343,-0.3697245428906732,16.3139,92.8667,708
344,-0.3536761221763721,17.214,94.4973,709
345,-0.33752289959411347,16.7953,91.4663,710
346,-0.32126966169236515,16.7108,88.59,711
347,-0.3049212246562894,17.509,89.6667,712
348,-0.2884824328806098,16.5239,88.9477,713
349,-0.27195815753410524,17.4301,90.1055,714
350,-0.2553532951161881,17.4145,89.4769,715
351,-0.23867276600594997,16.7076,87.1875,716
352,-0.22192151300416674,16.4479,85.6225,717
353,-0.20510449986861926,17.2524,87.805,718
354,-0.1882267098432439,16.0215,86.0693,719
355,-0.1712931441814778,17.9164,84.0493,720
356,-0.154308820664281,17.6736,85.0899,721
357,-0.13727877211326517,18.2254,83.2541,722
358,-0.12020804489935275,17.829,85.761,723
359,-0.10310169744743544,18.535,90.9619,724
360,-0.0859647987374467,17.6062,84.9412,725
361,-0.06880242680232064,18.193,84.673,726
362,-0.05161966722325418,17.8831,84.9347,727
363,-0.034421611622745804,18.143,88.1744,728
364,-0.01721335615583528,18.3491,89.7896,729
365,6.432490598706546e-16,18.5473,88.4458,730
1,0.017213356155834685,18.13,86.428,731
2,0.03442161162274574,18.7055,82.2265,732
3,0.051619667223253764,18.6549,86.0788,733
4,0.06880242680231986,18.0528,80.8772,734
5,0.08596479873744647,17.9525,80.375,735
6,0.10310169744743485,19.3797,83.5673,736
7,0.1202080448993527,17.9359,83.1131,737
8,0.13727877211326478,18.9558,82.5435,738
9,0.15430882066428117,18.5119,87.3995,739
10,0.1712931441814776,19.9451,81.7585,740
11,0.1882267098432442,19.5259,83.4425,741
12,0.2051044998686192,19.4816,82.5439,742
13,0.2219215130041655,19.0528,83.8467,743
14,0.2386727660059501,18.8649,83.9168,744
15,0.255353295116187,19.6082,82.5617,745
16,0.2719581575341055,19.5486,80.3428,746
17,0.288482432880609,19.1286,80.1935,747
18,0.30492122465628907,19.1695,80.6549,748
19,0.3212696616923644,19.2111,82.0181,749
20,0.3375228995941133,19.2479,82.7547,750
21,0.3536761221763716,19.5013,79.8284,751
22,0.3697245428906731,20.0136,83.881,752
23,0.38566340624360707,20.0775,80.3968,753
24,0.401487989205973,19.8084,76.1294,754
25,0.4171936026123168,20.0165,85.0679,755
26,0.4327755925504312,20.1696,80.7367,756
27,0.4482293417404106,19.0591,82.4773,757
28,0.4635502709028509,19.9941,76.7313,758
29,0.47873384011578846,20.5213,78.791,759
30,0.49377555015997715,19.0734,79.6075,760
31,0.5086709438521044,18.6805,77.4543,761
32,0.5234156073655503,19.8564,79.6778,762
33,0.5380051715382996,20.4147,79.2139,763
34,0.5524353131676196,19.8855,82.7453,764
35,0.5667017562911176,20.1396,75.3791,765
36,0.5808002734538009,20.0572,81.2701,766
37,0.5947266869607634,19.3881,82.1864,767
38,0.6084768701151261,19.4886,84.4313,768
39,0.6220467484408675,19.1071,81.6513,769
40,0.6354323008901774,20.4822,77.9534,770
41,0.6486295610349814,20.172,79.429,771
42,0.6616346182422783,19.7355,80.5334,772
43,0.6744436188329455,19.6807,83.0277,773
44,0.6870527672236669,19.317,76.1307,774
45,0.699458327051647,19.892,81.2881,775
46,0.7116566222817746,19.3062,76.6611,776
47,0.7236440382959124,19.468,78.868,777
48,0.7354170229639855,19.3036,77.1658,778
49,0.7469720876965552,19.9262,78.641,779
50,0.7583058084785624,19.5305,82.0809,780
51,0.7694148268839378,19.6052,79.5012,781
52,0.7802958510707755,18.9942,78.636,782
53,0.7909456567567772,19.2023,78.4385,783
54,0.8013610881746766,19.5378,78.0277,784
55,0.8115390590073611,18.7855,82.2788,785
56,0.8214765533024142,19.3692,80.8205,786
57,0.8311706263658079,19.4603,81.6139,787
58,0.8406184056344782,18.8428,77.7677,788
59,0.8498170915275278,19.9079,81.139,789
60,0.8587639582758029,19.539,76.3172,790
61,0.8674563547295969,19.4051,83.9251,791
62,0.8758917051442429,19.1445,82.6433,792
63,0.8840675099433636,18.7207,81.3005,793
64,0.8919813464595485,19.8257,76.5411,794
65,0.8996308696522433,19.2457,79.6723,795
66,0.9070138128026359,18.8223,78.9349,796
67,0.9141279881853337,19.1804,81.7535,797
68,0.9209712877166346,19.7501,83.1233,798
69,0.9275416835791966,19.6787,83.1584,799
70,0.9338372288229252,19.1538,86.0891,800
71,0.9398560579418954,20.1335,82.6674,801
72,0.9455963874271426,19.0547,85.7451,802
73,0.9510565162951535,20.3028,82.4554,803
74,0.9562348265919056,19.8427,84.4442,804
75,0.9611297838723007,19.6073,83.0358,805
76,0.9657399376548549,19.7267,84.3413,806
77,0.9700639218515071,19.9162,83.8103,807
78,0.9741004551724205,20.155,82.613,808
79,0.9778483415056568,19.2643,90.7208,809
80,0.9813064702716093,19.7088,85.2309,810
81,0.9844738167520922,20.1355,86.0008,811
82,0.9873494423939864,20.7068,86.6227,812
83,0.989932495087353,20.7318,85.5895,813
84,0.9922222094179323,20.9316,80.2318,814
85,0.994217906893952,20.8339,86.4408,815
86,0.995918996147179,19.9946,83.1615,816
87,0.9973249731081555,20.4586,86.399,817
88,0.9984354211555643,21.0196,86.9363,818
89,0.9992500112396835,20.9771,82.6686,819
90,0.9997685019798909,20.5547,86.8116,820
91,0.9999907397361901,20.8936,83.8008,821
92,0.9999166586547379,20.9928,81.9727,822
93,0.9995462806873573,20.8067,84.2498,823
94,0.9988797155850336,21.4008,87.5213,824
95,0.9979171608653922,20.6143,87.6436,825
96,0.9966589017541702,21.5424,87.1773,826
97,0.9951053111006976,20.8727,89.7287,827
98,0.9932568492674143,20.3671,88.2874,828
99,0.9911140639934547,20.3406,89.9226,829
100,0.9886775902323405,21.2406,90.9837,830
101,0.9859481499638304,20.7682,94.8442,831
102,0.9829265519799822,22.0407,89.6315,832
103,0.9796136916454901,20.9827,92.7438,833
104,0.9760105506323683,21.2979,90.8819,834
105,0.9721181966290613,21.0068,91.2767,835
106,0.9679377830240642,20.6108,90.7278,836
107,0.9634705485641488,21.5529,91.49,837
108,0.9587178169872964,20.6243,90.9613,838
109,0.9536809966304457,21.5531,93.9055,839
110,0.9483615800121715,21.2191,90.4028,840
111,0.9427611433904207,20.8607,88.9678,841
112,0.9368813462954315,21.8931,91.3552,842
113,0.9307239310379795,21.614,91.4003,843
114,0.9242907221930933,21.4241,91.8914,844
115,0.9175836260593937,21.6954,93.0325,845
116,0.9106046300942162,20.5597,92.4342,846
117,0.9033558023246845,20.9766,90.8369,847
118,0.895839290734909,21.3708,91.3948,848
119,0.8880573226294932,22.2382,93.3824,849
120,0.8800122039735357,21.1865,90.8473,850
121,0.8717063187093218,20.8439,92.4506,851
122,0.8631421280499114,20.0044,95.5036,852
123,0.854322169749827,21.8575,95.9722,853
124,0.8452490573530633,21.0445,94.7106,854
125,0.8359254794186372,20.8343,98.2182,855
126,0.8263541987239096,19.7802,94.9384,856
127,0.8165380514459161,20.7215,97.8777,857
128,0.8064799463209448,20.7192,94.4884,858
129,0.7961828637826158,20.367,95.6786,859
130,0.7856498550787147,19.9632,98.5404,860
131,0.7748840413670407,19.8758,99.752,861
132,0.7638886127905428,21.251,96.2285,862
133,0.7526668275320085,20.4018,100.4023,863
134,0.7412220108485958,19.9892,96.0856,864
135,0.7295575540864875,20.1943,98.5456,865
136,0.717676913675962,20.0822,98.4108,866
137,0.705583610107178,19.3668,98.3622,867
138,0.6932812268869777,20.3424,97.9171,868
139,0.6807734094770161,19.7464,96.2591,869
140,0.6680638642135335,19.8204,97.6784,870
141,0.6551563572090853,20.3716,98.8355,871
142,0.6420547132365637,19.0663,101.0097,872
143,0.6287628145958344,19.24,101.5727,873
144,0.6152845999633276,19.6262,99.0234,874
145,0.6016240632249226,19.8202,99.4034,875
146,0.5877852522924732,19.0657,98.9696,876
147,0.5737722679043246,19.0283,99.4134,877
148,0.5595892624101765,19.5502,103.4551,878
149,0.545240438540651,20.2445,104.9736,879
150,0.5307300481619334,19.1268,99.1144,880
151,0.5160623910158528,18.6878,98.9599,881
152,0.5012418134457758,18.5259,100.322,882
153,0.48627270710868997,18.8782,99.5499,883
154,0.4711595076738638,19.2736,99.3381,884
155,0.4559066935084588,20.1261,100.1416,885
156,0.440518784350495,18.8692,101.3083,886
157,0.42500033996955416,19.5484,99.5871,887
158,0.4093559588156213,18.9476,105.03,888
159,0.39359027665646673,18.8168,99.7291,889
160,0.3777079652039649,19.3625,100.3445,890
161,0.36171373072976765,18.7784,104.706,891
162,0.3456123126707335,18.1905,97.6743,892
163,0.3294084822245304,19.248,104.6505,893
164,0.3131070409358269,17.9869,105.675,894
165,0.29671281927349075,19.132,103.99,895
166,0.28023067519921585,18.6157,99.7643,896
167,0.26366549272800704,18.5339,104.0955,897
168,0.24702218048093552,18.4682,99.4928,898
169,0.23030567023061221,18.5927,102.9162,899
170,0.21352091543979612,18.4604,102.4595,900
171,0.19667288979357647,18.8816,103.6688,901
172,0.1797665857255624,18.502,103.1374,902
173,0.16280701293851715,17.8451,104.0554,903
174,0.1457991969198751,18.7338,104.9409,904
175,0.12874817745258132,19.1705,104.0119,905
176,0.11165900712169512,17.8141,99.6555,906
177,0.09453674981719912,18.7757,104.5752,907
178,0.07738647923346301,18.5865,104.3623,908
179,0.06021327736579302,19.246,105.4586,909
180,0.04302223300453059,18.7231,105.0648,910
181,0.02581844022713308,19.137,99.3601,911
182,0.008606996888688698,19.1872,106.6757,912
183,-0.008606996888688009,19.1628,102.0376,913
184,-0.02581844022713239,19.624,105.8449,914
185,-0.04302223300453034,18.7906,101.9971,915
186,-0.060213277365792774,18.9758,105.5354,916
187,-0.07738647923346322,19.1003,101.3941,917
188,-0.09453674981719933,19.0093,105.0802,918
189,-0.11165900712169444,18.8531,104.2392,919
190,-0.12874817745258066,18.6044,106.9513,920
191,-0.14579919691987442,18.9647,102.3442,921
192,-0.16280701293851646,18.3266,105.5013,922
193,-0.17976658572556214,18.0248,100.6104,923
194,-0.19667288979357622,18.4703,103.4846,924
195,-0.2135209154397959,19.2533,102.4806,925
196,-0.23030567023061196,19.043,101.8234,926
197,-0.24702218048093527,19.237,102.4788,927
198,-0.2636654927280072,18.6269,104.0796,928
199,-0.2802306751992161,19.3707,102.5547,929
200,-0.2967128192734901,18.2633,103.6771,930
201,-0.3131070409358267,18.3834,104.1344,931
202,-0.3294084822245302,19.3212,105.6747,932
203,-0.3456123126707333,18.8667,103.0746,933
204,-0.3617137307297674,19.0497,101.8415,934
205,-0.37770796520396466,18.8041,101.345,935
206,-0.39359027665646645,18.4324,103.9331,936
207,-0.4093559588156211,18.0594,100.5084,937
208,-0.42500033996955394,17.7096,99.3664,938
209,-0.4405187843504952,19.3379,103.1531,939
210,-0.455906693508459,17.7513,104.5177,940
211,-0.47115950767386394,19.0423,102.8064,941
212,-0.4862727071086902,18.3515,100.0319,942
213,-0.5012418134457756,18.317,96.4401,943
214,-0.5160623910158526,18.241,98.3337,944
215,-0.5307300481619331,18.3093,97.0506,945
216,-0.5452404385406507,17.7055,102.5467,946
217,-0.5595892624101763,16.9534,97.5948,947
218,-0.5737722679043243,17.6057,99.3092,948
219,-0.5877852522924734,17.9567,96.2783,949
220,-0.6016240632249227,17.2158,98.4919,950
221,-0.6152845999633277,18.0961,98.0494,951
222,-0.6287628145958345,17.5022,100.3799,952
223,-0.6420547132365636,16.9543,100.1958,953
224,-0.655156357209085,17.4428,98.682,954
225,-0.6680638642135333,17.4745,97.3507,955
226,-0.6807734094770159,17.4154,96.4378,956
227,-0.6932812268869771,15.8245,99.1362,957
228,-0.7055836101071774,18.0995,100.3051,958
229,-0.7176769136759615,19.8027,96.0926,959
230,-0.7295575540864876,18.6087,96.5086,960
231,-0.7412220108485957,19.631,94.5565,961
232,-0.7526668275320083,19.5779,92.489,962
233,-0.7638886127905429,18.5075,96.3463,963
234,-0.7748840413670406,18.4997,94.9336,964
235,-0.7856498550787144,19.2552,97.869,965
236,-0.7961828637826154,18.6084,91.926,966
237,-0.8064799463209447,19.3304,93.5522,967
238,-0.8165380514459157,19.3963,92.2222,968
239,-0.8263541987239094,18.1286,94.8588,969
240,-0.8359254794186365,18.2197,93.1802,970
241,-0.8452490573530634,16.157,91.6029,971
242,-0.8543221697498269,15.088,91.4413,972
243,-0.8631421280499115,15.2378,93.0419,973
244,-0.8717063187093217,15.5918,91.956,974
245,-0.8800122039735356,16.8641,91.4269,975
246,-0.888057322629493,16.0687,93.1998,976
247,-0.8958392907349089,15.5901,88.8992,977
248,-0.9033558023246842,15.4548,93.012,978
249,-0.9106046300942162,15.3762,94.267,979
250,-0.9175836260593934,15.6099,91.37,980
251,-0.9242907221930934,15.5893,92.0922,981
252,-0.9307239310379793,15.7562,90.8657,982
253,-0.9368813462954315,16.0692,89.5771,983
254,-0.9427611433904206,15.8417,91.4488,984
255,-0.9483615800121716,16.2314,89.7094,985
256,-0.9536809966304455,15.7532,89.8704,986
257,-0.9587178169872964,16.6806,90.3531,987
258,-0.9634705485641486,16.2462,86.9085,988
259,-0.9679377830240642,16.0074,85.428,989
260,-0.9721181966290612,16.2489,92.7949,990
261,-0.9760105506323682,15.7709,89.4433,991
262,-0.9796136916454901,15.9402,88.8759,992
263,-0.9829265519799822,15.9387,86.8197,993
264,-0.9859481499638303,15.7896,88.7282,994
265,-0.9886775902323404,15.5384,86.2628,995
266,-0.9911140639934546,16.4719,88.6431,996
267,-0.9932568492674143,16.703,88.0421,997
268,-0.9951053111006974,16.4894,87.477,998
269,-0.99665890175417,16.327,87.7057,999
270,-0.9979171608653922,17.3933,85.6256,1000
271,-0.9988797155850335,16.151,85.5578,1001
272,-0.9995462806873573,16.6397,87.2684,1002
273,-0.9999166586547379,17.0359,82.9874,1003
274,-0.9999907397361901,16.1183,85.638,1004
275,-0.9997685019798909,16.9865,88.2309,1005
276,-0.9992500112396835,17.4924,82.6072,1006
277,-0.9984354211555643,16.7908,86.6155,1007
278,-0.9973249731081555,16.9427,88.4451,1008
279,-0.9959189961471792,16.5811,84.6687,1009
280,-0.994217906893952,17.1575,85.7982,1010
281,-0.9922222094179324,16.6197,84.3418,1011
282,-0.989932495087353,16.9923,84.3906,1012
283,-0.9873494423939864,16.3662,80.9703,1013
284,-0.9844738167520923,15.9492,84.9506,1014
285,-0.9813064702716093,16.9345,83.9666,1015
286,-0.9778483415056567,16.9933,86.2046,1016
287,-0.9741004551724206,17.0537,84.5934,1017
288,-0.970063921851507,17.5808,83.2134,1018
289,-0.965739937654855,17.7109,81.7706,1019
290,-0.9611297838723007,17.4066,80.4319,1020
291,-0.9562348265919058,17.6442,84.4823,1021
292,-0.9510565162951536,17.0494,86.508,1022
293,-0.9455963874271428,16.8749,79.1018,1023
294,-0.9398560579418953,17.6135,83.4381,1024
295,-0.9338372288229252,16.8795,82.0643,1025
296,-0.9275416835791965,16.8583,83.3857,1026
297,-0.9209712877166347,18.7095,84.1128,1027
298,-0.9141279881853337,17.666,82.239,1028
299,-0.9070138128026362,16.5642,80.2236,1029
300,-0.8996308696522434,16.879,79.8624,1030
301,-0.8919813464595487,18.1157,77.8909,1031
302,-0.8840675099433637,17.5464,81.566,1032
303,-0.8758917051442433,17.2692,80.1828,1033
304,-0.8674563547295971,17.3506,82.8872,1034
305,-0.858763958275803,17.2477,81.8409,1035
306,-0.8498170915275277,16.6598,79.8346,1036
307,-0.8406184056344783,17.1102,76.1559,1037
308,-0.8311706263658079,16.6794,80.5567,1038
309,-0.8214765533024145,17.2549,80.2879,1039
310,-0.8115390590073611,16.7366,75.5576,1040
311,-0.801361088174677,17.3629,81.1399,1041
312,-0.7909456567567774,17.1907,77.6548,1042
313,-0.780295851070776,17.4977,82.397,1043
314,-0.7694148268839381,16.8789,79.899,1044
315,-0.7583058084785625,17.2567,78.6909,1045
316,-0.7469720876965551,17.3222,80.4775,1046
317,-0.7354170229639858,17.3772,80.3173,1047
318,-0.7236440382959124,17.333,80.2202,1048
319,-0.711656622281775,16.6114,81.9188,1049
320,-0.6994583270516471,17.5716,76.0221,1050
321,-0.6870527672236675,16.1357,80.5677,1051
322,-0.6744436188329457,17.2063,78.4417,1052
323,-0.661634618242279,16.6193,79.4119,1053
324,-0.6486295610349818,16.4043,83.1302,1054
325,-0.6354323008901775,16.8965,78.3195,1055
326,-0.622046748440868,17.0425,80.9676,1056
327,-0.6084768701151264,16.9115,82.1525,1057
328,-0.594726686960764,16.6866,81.2695,1058
329,-0.5808002734538013,16.8358,80.3818,1059
330,-0.5667017562911184,17.1379,80.7741,1060
331,-0.5524353131676203,16.8214,81.585,1061
332,-0.5380051715382992,16.8018,78.6524,1062
333,-0.5234156073655503,16.8886,80.4454,1063
334,-0.5086709438521042,16.6385,85.4417,1064
335,-0.49377555015997737,17.3254,81.6024,1065
336,-0.4787338401157883,17.9096,80.9808,1066
337,-0.4635502709028512,17.0165,80.0309,1067
338,-0.4482293417404106,16.7312,79.2083,1068
339,-0.4327755925504317,17.3318,81.6219,1069
340,-0.41719360261231697,17.5575,81.8904,1070
341,-0.4014879892059737,16.8728,81.099,1071
342,-0.38566340624360745,17.3199,87.3816,1072
343,-0.3697245428906732,16.7901,79.9802,1073
344,-0.3536761221763721,17.5725,79.6247,1074
345,-0.33752289959411347,17.2819,81.0377,1075
346,-0.32126966169236515,17.6238,81.8454,1076
347,-0.3049212246562894,16.8558,80.2731,1077
348,-0.2884824328806098,17.7078,82.7853,1078
349,-0.27195815753410524,17.1487,83.1841,1079
350,-0.2553532951161881,17.2632,84.1085,1080
351,-0.23867276600594997,17.2205,81.6409,1081
352,-0.22192151300416674,18.0602,85.8257,1082
353,-0.20510449986861926,18.4024,84.4736,1083
354,-0.1882267098432439,17.2172,89.5143,1084
355,-0.1712931441814778,17.7043,81.8903,1085
356,-0.154308820664281,17.5846,81.8354,1086
357,-0.13727877211326517,17.6292,83.2447,1087
358,-0.12020804489935275,18.3108,84.8418,1088
359,-0.10310169744743544,18.615,85.3678,1089
360,-0.0859647987374467,18.3179,85.8447,1090
361,-0.06880242680232064,18.7282,89.397,1091
362,-0.05161966722325418,18.1636,80.8491,1092
363,-0.034421611622745804,18.7228,81.3371,1093
364,-0.01721335615583528,18.6439,85.1213,1094
365,6.432490598706546e-16,19.2545,90.0397,1095
1,0.017213356155834685,18.6503,87.4426,1096
2,0.03442161162274574,19.1351,83.8798,1097
3,0.051619667223253764,18.4076,86.6942,1098
4,0.06880242680231986,19.3318,86.1554,1099
5,0.08596479873744647,19.0487,86.3201,1100
6,0.10310169744743485,19.4147,85.8503,1101
7,0.1202080448993527,19.8689,87.4835,1102
8,0.13727877211326478,19.5738,89.9104,1103
9,0.15430882066428117,19.9433,86.78,1104
10,0.1712931441814776,19.657,89.3805,1105
11,0.1882267098432442,20.3727,90.0307,1106
12,0.2051044998686192,20.8168,91.3905,1107
13,0.2219215130041655,20.034,86.9014,1108
14,0.2386727660059501,20.0713,89.0927,1109
15,0.255353295116187,19.4904,87.9014,1110
16,0.2719581575341055,19.8899,89.7968,1111
17,0.288482432880609,19.9315,90.0465,1112
18,0.30492122465628907,20.4124,87.7035,1113
19,0.3212696616923644,20.6461,90.7212,1114
20,0.3375228995941133,20.6053,95.4653,1115
21,0.3536761221763716,19.9881,91.9915,1116
22,0.3697245428906731,21.1719,88.3616,1117
23,0.38566340624360707,20.0288,89.43,1118
24,0.401487989205973,20.5067,91.6447,1119
25,0.4171936026123168,20.4088,90.0145,1120
26,0.4327755925504312,20.2573,94.9739,1121
27,0.4482293417404106,20.9888,89.4723,1122
28,0.4635502709028509,20.3454,93.8903,1123
29,0.47873384011578846,20.2416,89.5949,1124
30,0.49377555015997715,21.1449,93.2232,1125
31,0.5086709438521044,20.5566,91.3303,1126
32,0.5234156073655503,19.5653,95.3625,1127
33,0.5380051715382996,20.1084,96.417,1128
34,0.5524353131676196,20.7245,95.1375,1129
35,0.5667017562911176,20.8703,97.0563,1130
36,0.5808002734538009,20.1646,89.702,1131
37,0.5947266869607634,20.4812,95.4965,1132
38,0.6084768701151261,20.916,96.5019,1133
39,0.6220467484408675,20.4491,97.0468,1134
40,0.6354323008901774,20.2557,91.9014,1135
41,0.6486295610349814,20.0086,97.1325,1136
42,0.6616346182422783,20.8918,97.8563,1137
43,0.6744436188329455,19.0684,96.9954,1138
44,0.6870527672236669,21.2359,94.1509,1139
45,0.699458327051647,19.4906,96.0042,1140
46,0.7116566222817746,20.4137,100.1654,1141
47,0.7236440382959124,20.5065,100.1173,1142
48,0.7354170229639855,20.5064,98.9309,1143
49,0.7469720876965552,21.3533,99.6893,1144
50,0.7583058084785624,19.6049,100.5206,1145
51,0.7694148268839378,20.7975,99.5934,1146
52,0.7802958510707755,20.095,101.4798,1147
53,0.7909456567567772,20.6885,101.6163,1148
54,0.8013610881746766,19.9576,104.929,1149
55,0.8115390590073611,20.0651,98.3656,1150
56,0.8214765533024142,19.7943,98.612,1151
57,0.8311706263658079,19.9331,93.8174,1152
58,0.8406184056344782,19.986,100.9086,1153
59,0.8498170915275278,20.2546,104.5506,1154
60,0.8587639582758029,20.3513,103.3255,1155
61,0.8674563547295969,20.3522,102.4916,1156
62,0.8758917051442429,20.2741,103.8688,1157
63,0.8840675099433636,20.402,102.1283,1158
64,0.8919813464595485,20.413,100.5775,1159
65,0.8996308696522433,20.1932,106.2976,1160
66,0.9070138128026359,20.8536,102.4703,1161
67,0.9141279881853337,20.3358,104.2168,1162
68,0.9209712877166346,20.497,96.6206,1163
69,0.9275416835791966,20.9603,97.132,1164
70,0.9338372288229252,20.8448,102.5335,1165
71,0.9398560579418954,19.7041,100.3167,1166
72,0.9455963874271426,20.4571,103.0106,1167
73,0.9510565162951535,20.5321,101.4858,1168
74,0.9562348265919056,20.9997,108.7804,1169
75,0.9611297838723007,21.0052,105.1205,1170
76,0.9657399376548549,20.6002,106.1805,1171
77,0.9700639218515071,20.5586,98.5139,1172
78,0.9741004551724205,20.3357,104.9232,1173
79,0.9778483415056568,20.4894,102.8468,1174
80,0.9813064702716093,21.2384,106.6311,1175
81,0.9844738167520922,21.2159,104.8461,1176
82,0.9873494423939864,21.0655,103.4111,1177
83,0.989932495087353,20.0217,100.9601,1178
84,0.9922222094179323,21.2466,103.9665,1179
85,0.994217906893952,21.8962,106.3595,1180
86,0.995918996147179,20.8098,107.2101,1181
87,0.9973249731081555,21.4845,103.0322,1182
88,0.9984354211555643,22.0702,109.4225,1183
89,0.9992500112396835,21.2513,106.3541,1184
90,0.9997685019798909,21.7859,101.9815,1185
91,0.9999907397361901,21.3746,101.5302,1186
92,0.9999166586547379,22.2799,103.7203,1187
93,0.9995462806873573,20.5126,103.2076,1188
94,0.9988797155850336,21.3698,105.1068,1189
95,0.9979171608653922,21.6823,104.0938,1190
96,0.9966589017541702,22.1153,103.3948,1191
97,0.9951053111006976,21.5377,100.6156,1192
